id,beer_name,brewery,style,venue,city,country,lat,lon,serving_type,checkin_date,year,month,year_month,weekday
557,White Rabbit,CRAK Brewery,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
558,Zappes Pils,Zappes Broi,Lager/Pils,,,,,,,2025-10-11,2025,10,2025-10,Saturday
559,Zappes Radler,Zappes Broi,Radler/Malt,,,,,,,2025-10-11,2025,10,2025-10,Saturday
560,Sünner Kölsch,Sünner Brauerei und Brennerei,Kölsch,,,,,,,2025-10-11,2025,10,2025-10,Saturday
561,La Corne du Bois des Pendus Triple,Brasserie des Légendes,Tripel,,,,,,,2025-10-11,2025,10,2025-10,Saturday
562,Waterloo Triple Blond,Waterloo Brewery Mont-St-Jean,Tripel,,,,,,,2025-10-11,2025,10,2025-10,Saturday
563,Mongozo Banana,Mongozo,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
564,La Trappe Blond,Bierbrouwerij De Koningshoeven,Blonde/Golden,,,,,,,2025-10-11,2025,10,2025-10,Saturday
565,La Chouffe Blonde,Brasserie d'Achouffe,Blonde/Golden,Tankstelle,Aachen,DE,50.7752,6.0835,,2025-10-11,2025,10,2025-10,Saturday
566,Floris Chocolat,Delirium - Huyghe Brewery,Other,Tankstelle,Aachen,DE,50.7752,6.0835,,2025-10-11,2025,10,2025-10,Saturday
567,Mixery Bier + Cola + X,Karlsberg Brauerei,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
568,Edelstoff,Augustiner-Bräu München,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
569,Peters Kölsch,Radeberger Gruppe,Kölsch,,,,,,,2025-10-11,2025,10,2025-10,Saturday
570,Veltins Pilsener,Brauerei VELTINS,Lager/Pils,,,,,,,2025-10-11,2025,10,2025-10,Saturday
571,Żubr,Kompania Piwowarska,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
572,Schloss Hefeweizen,Netto Marken-Discount,Wheat Beer,,,,,,,2025-10-11,2025,10,2025-10,Saturday
573,"Turmbräu 0,0% Alkoholfrei",REWE,Non-Alcoholic,,,,,,,2025-10-11,2025,10,2025-10,Saturday
574,Schloss Edel,Netto Marken-Discount,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
575,Turmbräu Weißbier / Weizen,REWE,Wheat Beer,,,,,,,2025-10-11,2025,10,2025-10,Saturday
576,Radler Naturtrüb,Schloss Eggenberg,Radler/Malt,,,,,,,2025-10-11,2025,10,2025-10,Saturday
577,Hansa Pils,Dortmunder Actien-Brauerei,Lager/Pils,,,,,,,2025-10-11,2025,10,2025-10,Saturday
578,Turmbräu Export,Brauerei Mönchengladbach,Other,,,,,,,2025-10-11,2025,10,2025-10,Saturday
579,Elephant,Carlsberg Group,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-10-11,2025,10,2025-10,Saturday
580,Schloss Malzgetränk,Netto Marken-Discount,Other,,,,,,,2025-10-10,2025,10,2025-10,Friday
581,Gaffel Wiess,Privatbrauerei Gaffel Becker,Other,,,,,,,2025-10-08,2025,10,2025-10,Wednesday
582,Diôle Triple,Brasserie des Carrières,Tripel,,,,,,,2025-10-08,2025,10,2025-10,Wednesday
583,Hellers Kölsch,Hellers Brauhaus,Kölsch,,,,,,,2025-10-07,2025,10,2025-10,Tuesday
584,Trappistes Rochefort Triple Extra (2024),Abbaye Notre-Dame de Saint-Rémy,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-10-04,2025,10,2025-10,Saturday
585,Münchner Weisse,Staatliches Hofbräuhaus München,Wheat Beer,,,,,,,2025-10-03,2025,10,2025-10,Friday
586,Hofbräu Original,Staatliches Hofbräuhaus München,Other,,,,,,,2025-10-03,2025,10,2025-10,Friday
587,Hofbräu Oktoberfestbier,Staatliches Hofbräuhaus München,Bock/Märzen,,,,,,,2025-10-03,2025,10,2025-10,Friday
588,Gouden Carolus Classic,Brouwerij Het Anker,Other,,,,,,,2025-10-03,2025,10,2025-10,Friday
589,Pornstar & Martini,Brouwerij de Molen,Other,,,,,,,2025-10-03,2025,10,2025-10,Friday
590,Montagnarde 1979,Brasserie de l'Abbaye des Rocs,Other,Egmont,Aachen,DE,50.7758,6.0842,,2025-10-02,2025,10,2025-10,Thursday
591,Abbaye des Rocs Brune 1979,Brasserie de l'Abbaye des Rocs,Dark/Dubbel,Egmont,Aachen,DE,50.7758,6.0842,,2025-10-02,2025,10,2025-10,Thursday
592,Beck's Non-Alcoholic / Alkoholfrei / Blue,Brauerei Beck,Non-Alcoholic,,,,,,,2025-10-02,2025,10,2025-10,Thursday
593,Goliath Triple,Brasserie des Légendes,Tripel,,,,,,,2025-10-01,2025,10,2025-10,Wednesday
594,La Trappe Isid'or,Bierbrouwerij De Koningshoeven,Other,,,,,,,2025-10-01,2025,10,2025-10,Wednesday
595,Delirium Nocturnum,Delirium - Huyghe Brewery,Other,,,,,,,2025-10-01,2025,10,2025-10,Wednesday
596,G de Goudale Grand Cru,Brasserie Goudale,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-10-01,2025,10,2025-10,Wednesday
597,Postel Tripel,Affligem Brouwerij,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-09-30,2025,09,2025-09,Tuesday
598,Alm Radler,Krombacher Gruppe,Radler/Malt,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-09-30,2025,09,2025-09,Tuesday
599,Trappistes Rochefort Triple Extra,Abbaye Notre-Dame de Saint-Rémy,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-09-29,2025,09,2025-09,Monday
600,Tears In the Rain,Birrificio Wild Raccoon,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-29,2025,09,2025-09,Monday
601,Weiherer Lager Hell,Brauerei Kundmüller,Lager/Pils,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-27,2025,09,2025-09,Saturday
602,Burst,Mikkeller,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-27,2025,09,2025-09,Saturday
603,Delirium Red,Delirium - Huyghe Brewery,Amber/Red,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-27,2025,09,2025-09,Saturday
604,Kräusen Naturtrüb,Brauhaus Faust - Miltenberg,Other,,,,,,,2025-09-27,2025,09,2025-09,Saturday
605,Wuide Rosi,Hopfenhäcker,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-27,2025,09,2025-09,Saturday
606,Wild Tree Hoppy Cider,BlakStoc,Cider,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-27,2025,09,2025-09,Saturday
607,Cocobänger,Põhjala,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-27,2025,09,2025-09,Saturday
608,Delirium Tremens,Delirium - Huyghe Brewery,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-27,2025,09,2025-09,Saturday
609,Fronk Bier Alsdorf East Coast IPA,Biermanufaktur Langguth,IPA,,,,,,,2025-09-27,2025,09,2025-09,Saturday
610,Lennet,Lennet Bier Aachen,Other,,,,,,,2025-09-27,2025,09,2025-09,Saturday
611,Backyard Heist,Totenhopfen Brauhaus,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-27,2025,09,2025-09,Saturday
612,Pauwel Kwak,Brouwerij Bosteels,Other,Egmont,Aachen,DE,50.7758,6.0842,,2025-09-27,2025,09,2025-09,Saturday
613,Aventinus (TAP06),Schneider Weisse G. Schneider & Sohn,Other,,,,,,,2025-09-27,2025,09,2025-09,Saturday
614,Lagerbier Hell,Augustiner-Bräu München,Lager/Pils,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-09-27,2025,09,2025-09,Saturday
615,Eifelbräu Helles Landbier,Bitburger Brauerei,Lager/Pils,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-09-27,2025,09,2025-09,Saturday
616,Kilkenny,Guinness,Other,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-09-27,2025,09,2025-09,Saturday
617,Strongbow,Bulmers Cider,Other,Sowiso & Ocean,Aachen,DE,50.7755,6.0845,,2025-09-27,2025,09,2025-09,Saturday
618,Dors Tripel,Jumbo Supermarkten / Dors,Tripel,,,,,,,2025-09-27,2025,09,2025-09,Saturday
619,Mahou Cinco Estrellas,Grupo Mahou-San Miguel,Other,Las Lomas,Aachen,DE,50.7752,6.0832,,2025-09-24,2025,09,2025-09,Wednesday
620,Krombacher Pils,Krombacher Gruppe,Lager/Pils,Las Lomas,Aachen,DE,50.7752,6.0832,,2025-09-24,2025,09,2025-09,Wednesday
621,Premium Pilsener / German Pilsener,Warsteiner,Lager/Pils,Cloud 9,,,,,,2025-09-23,2025,09,2025-09,Tuesday
622,Steinburg Clásica,Font Salem,Other,Hotel Oleander,,,,,,2025-09-23,2025,09,2025-09,Tuesday
623,Estrella Damm,Damm,Other,L'artista Pizzeria Napoletana,,,,,,2025-09-22,2025,09,2025-09,Monday
624,El Águila Sin Filtrar,Heineken España,Other,Balneario B11,Madrid,ES,40.4168,-3.7038,,2025-09-22,2025,09,2025-09,Monday
625,San Miguel (5.0%),AB InBev UK,Other,Balneario B11,Madrid,ES,40.4168,-3.7038,,2025-09-22,2025,09,2025-09,Monday
626,Gemünder Pilsener,Gemünder Brauerei,Lager/Pils,BierMuseum,Köln,DE,50.9383,6.9616,,2025-09-21,2025,09,2025-09,Sunday
627,Hofbräu Oktoberfestbier,Staatliches Hofbräuhaus München,Bock/Märzen,BierMuseum,Köln,DE,50.9383,6.9616,,2025-09-21,2025,09,2025-09,Sunday
628,Weihenstephaner Vitus,Bayerische Staatsbrauerei Weihenstephan,Other,,,,,,,2025-09-21,2025,09,2025-09,Sunday
629,Nemus Mariae,Abtei Mariawald,Other,BierMuseum,Köln,DE,50.9383,6.9616,,2025-09-21,2025,09,2025-09,Sunday
630,Lambic Kriek,Brouwerij Mort Subite,Sour/Wild,BierMuseum,Köln,DE,50.9383,6.9616,,2025-09-21,2025,09,2025-09,Sunday
631,Oktoberfest Bier,Augustiner-Bräu München,Bock/Märzen,Augustiner Bräu,,,,,,2025-09-21,2025,09,2025-09,Sunday
632,Bitburger Premium Pils,Bitburger Brauerei,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-09-21,2025,09,2025-09,Sunday
633,Dinkel / Bio Dinkel,Neumarkter Lammsbräu,Other,,,,,,,2025-09-19,2025,09,2025-09,Friday
634,Krombacher NaturRadler,Krombacher Gruppe,Radler/Malt,,,,,,,2025-09-19,2025,09,2025-09,Friday
635,150 Watt,100 Watt Brewery,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-19,2025,09,2025-09,Friday
636,Supersonic,LERVIG,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-18,2025,09,2025-09,Thursday
637,Bitter Trail,Les Intenables - Craft Beer,Other,,,,,,,2025-09-18,2025,09,2025-09,Thursday
638,Slow Sun,Les Intenables - Craft Beer,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-18,2025,09,2025-09,Thursday
639,Framboise,Brouwerij Lindemans,Sour/Wild,,,,,,,2025-09-18,2025,09,2025-09,Thursday
640,Samuel Smiths Organic Apricot Fruit Beer,Melbourn Bros’ All Saints Brewery,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-18,2025,09,2025-09,Thursday
641,Risalamande Gose,Mikkeller,Sour/Wild,,,,,,,2025-09-18,2025,09,2025-09,Thursday
642,St. Olberg Heimat Bock Hell,Freigeist Bierkultur,Bock/Märzen,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-18,2025,09,2025-09,Thursday
643,Schmackes Hell,REWE,Lager/Pils,,,,,,,2025-09-18,2025,09,2025-09,Thursday
644,Kasteel Tripel,Kasteel Brouwerij Vanhonsebrouck,Tripel,,,,,,,2025-09-17,2025,09,2025-09,Wednesday
645,Gouden Carolus Tripel,Brouwerij Het Anker,Tripel,,,,,,,2025-09-17,2025,09,2025-09,Wednesday
646,EdelPils / Zzzisch / Bio Pils,Neumarkter Lammsbräu,Lager/Pils,,,,,,,2025-09-16,2025,09,2025-09,Tuesday
647,Boudelo Tripel,Brouwerij Boelens,Tripel,,,,,,,2025-09-16,2025,09,2025-09,Tuesday
648,Bersalis Tripel,Oud Beersel,Tripel,,,,,,,2025-09-16,2025,09,2025-09,Tuesday
649,Curtius Triple,Brasserie {C},Tripel,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-16,2025,09,2025-09,Tuesday
650,Bush Caractère,Brasserie Dubuisson,Other,,,,,,,2025-09-14,2025,09,2025-09,Sunday
651,Val-Dieu Fruitée,Brasserie de l'Abbaye du Val-Dieu,Other,,,,,,,2025-09-14,2025,09,2025-09,Sunday
652,Must Kuld,Põhjala,Other,,,,,,,2025-09-13,2025,09,2025-09,Saturday
653,Öö,Põhjala,Other,,,,,,,2025-09-13,2025,09,2025-09,Saturday
654,HANSbräu Original,Vulkan Brauerei,Other,,,,,,,2025-09-13,2025,09,2025-09,Saturday
655,Jura 8,Zuyd Craft,Other,,,,,,,2025-09-13,2025,09,2025-09,Saturday
656,Saga 10,Zuyd Craft,Other,,,,,,,2025-09-13,2025,09,2025-09,Saturday
657,Saga Barrel Aged 2022,Zuyd Craft,Other,,,,,,,2025-09-13,2025,09,2025-09,Saturday
658,Kiwi Kevin,Braumanufaktur Hertl,Other,,,,,,,2025-09-13,2025,09,2025-09,Saturday
659,3 Tage Wach Mutti,Braumanufaktur Hertl,Other,,,,,,,2025-09-13,2025,09,2025-09,Saturday
660,Good Old Doggy Days (Motueka),Lieber Waldi,Other,,,,,,,2025-09-13,2025,09,2025-09,Saturday
661,Somersby Blackberry,Carlsberg Group,Other,,,,,,,2025-09-13,2025,09,2025-09,Saturday
662,Salitos Ice,MBG International Premium Brands,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-09-13,2025,09,2025-09,Saturday
663,Salitos Original,MBG International Premium Brands,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-09-13,2025,09,2025-09,Saturday
664,Peak Scotch,Belgium Peak Beer,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-12,2025,09,2025-09,Friday
665,Sanctus,Cornelius-Bräu,Other,,,,,,,2025-09-12,2025,09,2025-09,Friday
666,Mixery Flavour Iced Blue,Karlsberg Brauerei,Other,,,,,,,2025-09-12,2025,09,2025-09,Friday
667,Mixery Iced Yellow,Karlsberg Brauerei,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-09-12,2025,09,2025-09,Friday
668,Somersby Orange Spritz,Carlsberg Group,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-09-12,2025,09,2025-09,Friday
669,Oberbräu Hell,König Ludwig Schlossbrauerei Kaltenberg,Lager/Pils,Sturmfrei,Aachen,DE,50.776,6.084,,2025-09-11,2025,09,2025-09,Thursday
670,Astra Rakete,Holsten-Brauerei AG,Other,Sturmfrei,Aachen,DE,50.776,6.084,,2025-09-11,2025,09,2025-09,Thursday
671,Mühlen Kölsch,Mühlen Kölsch,Kölsch,Sturmfrei,Aachen,DE,50.776,6.084,,2025-09-11,2025,09,2025-09,Thursday
672,Carlsberg,Carlsberg Group,Other,Sturmfrei,Aachen,DE,50.776,6.084,,2025-09-11,2025,09,2025-09,Thursday
673,Paix Dieu Triple,Brasserie Caulier,Tripel,Cafe D'r Klinge,,,,,,2025-09-06,2025,09,2025-09,Saturday
674,Dors Tripel,Jumbo Supermarkten / Dors,Tripel,,,,,,,2025-09-06,2025,09,2025-09,Saturday
675,Orval,Brasserie d'Orval,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-09-05,2025,09,2025-09,Friday
676,Smash Crush,Brasserie {C},Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-05,2025,09,2025-09,Friday
677,HEATHEN // HAZY IPA,Northern Monk,NEIPA/Hazy IPA,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-05,2025,09,2025-09,Friday
678,Rothaus Pils / Tannen Zäpfle,Badische Staatsbrauerei Rothaus,Lager/Pils,Lichthof,Aachen,DE,50.7758,6.084,,2025-09-05,2025,09,2025-09,Friday
679,Original (TAP07),Schneider Weisse G. Schneider & Sohn,Other,Lichthof,Aachen,DE,50.7758,6.084,,2025-09-05,2025,09,2025-09,Friday
680,Septante-Sept 77,Brasserie Grain d'Orge,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-09-05,2025,09,2025-09,Friday
681,Hopf Helle Weiße,Weißbierbrauerei Hopf,Other,,,,,,,2025-09-04,2025,09,2025-09,Thursday
682,Meckatzer Hell,Meckatzer Löwenbräu,Lager/Pils,,,,,,,2025-09-04,2025,09,2025-09,Thursday
683,Briller Comme Un Noir Diamant,Fauve,Dark/Dubbel,,,,,,,2025-09-04,2025,09,2025-09,Thursday
684,Himbärchen,Hopfen+Malz,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-31,2025,08,2025-08,Sunday
685,Curtius Classic,Brasserie {C},Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-08-31,2025,08,2025-08,Sunday
686,Bayreuther Hell,Bayreuther Bierbrauerei,Lager/Pils,,,,,,,2025-08-31,2025,08,2025-08,Sunday
687,Astra Rotlicht,Holsten-Brauerei AG,Other,Adventure Golf,Aachen,DE,50.775,6.084,,2025-08-31,2025,08,2025-08,Sunday
688,Tegernseer Hell,Herzoglich Bayerisches Brauhaus Tegernsee,Lager/Pils,Adventure Golf,Aachen,DE,50.775,6.084,,2025-08-31,2025,08,2025-08,Sunday
689,Leffe Rituel 9°,Abbaye de Leffe,Other,Gleis 2/3,,,,,,2025-08-30,2025,08,2025-08,Saturday
690,Starnberger Hell,Starnberger Brauhaus,Lager/Pils,,,,,,,2025-08-30,2025,08,2025-08,Saturday
691,Reissdorf Kölsch,Privat-Brauerei Heinrich Reissdorf,Kölsch,,,,,,,2025-08-30,2025,08,2025-08,Saturday
692,Tiger,Heineken Asia Pacific,Other,Mi Restaurant - Mi Nudeln Aachen- Asiatische & Nudelspezialitäten,Aachen,DE,50.7762,6.0866,,2025-08-28,2025,08,2025-08,Thursday
693,Spaten München / Münchner Hell / Premium Lager,Spaten-Franziskaner-Löwenbräu-Gruppe,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-28,2025,08,2025-08,Thursday
694,Triple Moines,Brasserie du Bocq,Tripel,,,,,,,2025-08-27,2025,08,2025-08,Wednesday
695,Troubadour Magma,Brouwerij The Musketeers,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-27,2025,08,2025-08,Wednesday
696,Bon Secours Prestige,Brasserie Caulier,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-27,2025,08,2025-08,Wednesday
697,Maredsous Triple / Tripel,Abbaye de Maredsous,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-27,2025,08,2025-08,Wednesday
698,Brugge Tripel,Brouwerij Palm,Tripel,,,,,,,2025-08-24,2025,08,2025-08,Sunday
699,Tripel Kanunnik,Brouwerij Wilderen,Tripel,,,,,,,2025-08-24,2025,08,2025-08,Sunday
700,Maredsous Triple / Tripel,Abbaye de Maredsous,Tripel,Belgisch Bier Cafe Belvedere,Liège,BE,50.8503,5.6886,,2025-08-24,2025,08,2025-08,Sunday
701,Bush Blonde Triple,Brasserie Dubuisson,Tripel,Belgisch Bier Cafe Belvedere,Liège,BE,50.8503,5.6886,,2025-08-24,2025,08,2025-08,Sunday
702,St-Louis Premium Pêche,Kasteel Brouwerij Vanhonsebrouck,Other,Café Einstein,Aachen,DE,50.7751,6.0838,,2025-08-20,2025,08,2025-08,Wednesday
703,Grimbergen Tripel / Triple,Brouwerij Alken-Maes,Tripel,Café Einstein,Aachen,DE,50.7751,6.0838,,2025-08-20,2025,08,2025-08,Wednesday
704,Barista Chocolate Quad,Kasteel Brouwerij Vanhonsebrouck,Quadrupel,Café Einstein,Aachen,DE,50.7751,6.0838,,2025-08-20,2025,08,2025-08,Wednesday
705,Leffe Blonde / Blond,Abbaye de Leffe,Blonde/Golden,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-20,2025,08,2025-08,Wednesday
706,Cass Fresh,Oriental Brewery,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-18,2025,08,2025-08,Monday
707,Asahi Super Dry Shunrei Karakuchi (瞬冷辛口),Asahi Breweries,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-18,2025,08,2025-08,Monday
708,Kirsiraks,Põhjala,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-08-16,2025,08,2025-08,Saturday
709,Lennet,Lennet Bier Aachen,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-08-16,2025,08,2025-08,Saturday
710,3 Bean Stout,LERVIG,Stout/Porter,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-08-16,2025,08,2025-08,Saturday
711,Starnberger Hell,Starnberger Brauhaus,Lager/Pils,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-08-16,2025,08,2025-08,Saturday
712,"Fruit, Car, Sight, Exhibition",Verdant Brewing Co,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-08-16,2025,08,2025-08,Saturday
713,"You Are A Woman, I Am A Machine",Black Rebel Brewing Company,Other,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-08-16,2025,08,2025-08,Saturday
714,Peak Blonde,Belgium Peak Beer,Blonde/Golden,Hopfen+Malz,Aachen,DE,50.7766,6.0834,,2025-08-16,2025,08,2025-08,Saturday
715,Pilsener,Flensburger Brauerei Emil Petersen,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-16,2025,08,2025-08,Saturday
716,Tyskie Gronie,Tyskie Browary Książęce,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-14,2025,08,2025-08,Thursday
717,Heineken,Heineken,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-14,2025,08,2025-08,Thursday
718,Grafensteiner Pils,Netto Marken-Discount,Lager/Pils,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-08-14,2025,08,2025-08,Thursday
719,Berliner Kindl Weisse Waldmeister,Berliner-Kindl-Schultheiss-Brauerei,Wheat Beer,Café & Bar zuhause,Aachen,DE,50.7753,6.0839,,2025-08-12,2025,08,2025-08,Tuesday
720,Big Wave,Kona Brewing Hawaii,Other,Café & Bar zuhause,Aachen,DE,50.7753,6.0839,,2025-08-12,2025,08,2025-08,Tuesday
721,Mutti's Sonnenschein,Braumanufaktur Hertl,Other,Café & Bar zuhause,Aachen,DE,50.7753,6.0839,,2025-08-12,2025,08,2025-08,Tuesday
722,Krönes' Eifeler Landbier,Gemünder Brauerei,Other,Café & Bar zuhause,Aachen,DE,50.7753,6.0839,,2025-08-12,2025,08,2025-08,Tuesday
723,Brice,Brasserie Grain d'Orge,Other,Café & Bar zuhause,Aachen,DE,50.7753,6.0839,,2025-08-12,2025,08,2025-08,Tuesday
724,Tajes,Brewski,Other,Café & Bar zuhause,Aachen,DE,50.7753,6.0839,,2025-08-12,2025,08,2025-08,Tuesday
725,Westmalle Trappist Tripel,Brouwerij der Trappisten van Westmalle,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-07-30,2025,07,2025-07,Wednesday
726,La Trappe Tripel,Bierbrouwerij De Koningshoeven,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-07-30,2025,07,2025-07,Wednesday
727,Organicus,Brasserie Lupulus,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-07-30,2025,07,2025-07,Wednesday
728,Deugniet,Brasserie du Bocq,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-07-30,2025,07,2025-07,Wednesday
729,Val-Dieu Triple,Brasserie de l'Abbaye du Val-Dieu,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-07-30,2025,07,2025-07,Wednesday
730,Leffe Rituel 9°,Abbaye de Leffe,Other,,,,,,,2025-07-30,2025,07,2025-07,Wednesday
731,Peak Triple,Belgium Peak Beer,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-07-28,2025,07,2025-07,Monday
732,Delirium Tremens,Delirium - Huyghe Brewery,Other,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-07-18,2025,07,2025-07,Friday
733,Tripel Karmeliet,Brouwerij Bosteels,Tripel,Untappd at Home,Aachen,DE,50.7753,6.0839,,2025-07-18,2025,07,2025-07,Friday
734,Tripel Karmeliet,Brouwerij Bosteels,Tripel,,,,,,,2025-07-13,2025,07,2025-07,Sunday
735,Corsendonk Agnus Tripel / Abbey Pale Ale,Brouwerij Corsendonk,Tripel,,,,,,,2025-07-13,2025,07,2025-07,Sunday
736,Tripel,Brouwerij St. Bernardus,Tripel,,,,,,,2025-07-13,2025,07,2025-07,Sunday
737,Paix Dieu Triple,Brasserie Caulier,Tripel,,,,,,,2025-07-13,2025,07,2025-07,Sunday
738,Alfa Edel Pils,Alfa Bierbrouwerij,Lager/Pils,,,,,,,2025-07-12,2025,07,2025-07,Saturday
